Filename,RMS,Kurtosis,Peak_to_Peak,Crest_Factor,Skewness,Max_FFT_Peak,Cycle,RUL_Cycles,Health_State
2004.02.12.15.52.39,0.07742107025313345,0.5086729705515918,0.732,5.011554976130633,-0.01826627067833771,0.028737475343830816,32,951,Normal
2004.02.12.16.02.39,0.07901612461528817,0.40449241574751404,0.74,4.758521811154894,0.029730785177960038,0.02825034309429016,33,950,Normal
2004.02.12.16.12.39,0.07823475415576188,0.40668092875128226,0.6619999999999999,4.588752888488898,-0.014541133659960096,0.03056735705468427,34,949,Normal
2004.02.12.16.22.39,0.07812870584960675,0.4218788787843972,0.71,4.556583275799379,-0.011723759566206884,0.03152624766936787,35,948,Normal
2004.02.12.16.32.39,0.07686189103169887,0.409627806173567,0.76,5.373273292182473,-0.012802938401103163,0.04563947322210108,36,947,Normal
2004.02.12.16.42.39,0.07986518700725069,0.5706517890996232,0.8089999999999999,5.722142023371088,-0.009777100151057361,0.04088088462949399,37,946,Normal
2004.02.12.16.52.39,0.07742917473155306,0.35696928410462325,0.734,4.881880150366116,0.04514825783681482,0.044825874841746854,38,945,Normal
2004.02.12.17.02.39,0.0784612560514543,0.6561008820895786,0.896,6.347080859916477,-0.000504141721927954,0.04076591467472009,39,944,Normal
2004.02.12.17.12.39,0.0785959604559929,0.5058926832599493,0.725,4.720343776500967,-0.03750214704176657,0.04355261522310365,40,943,Normal
2004.02.12.17.22.39,0.07866142681365101,0.45311400755295494,0.747,4.996094858157972,-0.008567194109819452,0.0406702302793882,41,942,Normal
2004.02.12.17.32.39,0.07762854039078106,0.4307640222326752,0.779,5.783954456701049,0.04469583003677711,0.03356800973361931,42,941,Normal
2004.02.12.17.42.39,0.07820874324224403,0.488396336752809,0.749,5.306311413948484,-0.00635618800427185,0.04155527451544188,43,940,Normal
2004.02.12.17.52.39,0.07808856431612202,0.5367816627512911,0.913,6.0060002901496325,0.030868202418370145,0.0449199447263362,44,939,Normal
2004.02.12.18.02.39,0.07648226248359404,0.45767000589970763,0.705,4.720048035673063,0.018150122530682534,0.036746701366182986,45,938,Normal
2004.02.12.18.12.39,0.07891327536794347,0.3564760255027606,0.6890000000000001,4.612658037272211,0.06839076596299971,0.045599514040521996,46,937,Normal
2004.02.12.18.22.39,0.07732266473953077,0.49828610176171706,0.752,5.121395519929516,0.014921276074399692,0.03971299410569096,47,936,Normal
2004.02.12.18.32.39,0.07824754763529333,0.3297582489932256,0.764,5.303679917196744,0.02582433830481776,0.04556374312342766,48,935,Normal
2004.02.12.18.42.39,0.0769698265505305,0.4243128403754697,0.771,5.261801481598815,0.04660765159645516,0.04183114345196848,49,934,Normal
2004.02.12.18.52.39,0.07847964256337435,0.5533985473990728,0.792,5.04589389816959,-0.041870852127814204,0.043681672265561015,50,933,Normal
2004.02.12.19.02.39,0.07853956351488958,0.5791138307510244,0.8300000000000001,5.436749665046871,-0.023830270412440426,0.04319585944879802,51,932,Normal
2004.02.12.19.12.39,0.07938090836770041,0.6276825132083981,0.9930000000000001,6.701862499696999,0.013215485169117754,0.03590484548064552,52,931,Normal
2004.02.12.19.22.39,0.07691333012919477,0.3985078570542333,0.738,5.01863525042104,-0.047841962943301286,0.04232562653965583,53,930,Normal
2004.02.12.19.32.39,0.07662792325938943,0.42524278547334626,0.793,5.220028558593376,0.015918091365504337,0.043005465562131834,54,929,Normal
2004.02.12.19.42.39,0.07833920727505721,0.613387552300388,0.7909999999999999,5.642129387738094,0.05082672091478196,0.033904990628019833,55,928,Normal
2004.02.12.19.52.39,0.07738031364276786,0.4843217611881623,0.813,5.957586868313469,-0.010552538081734168,0.04267997457116632,56,927,Normal
2004.02.12.20.02.39,0.07742347280137335,0.44941512079219237,0.835,5.838022052812928,0.007369960546107664,0.03970607484867539,57,926,Normal
2004.02.12.20.12.39,0.07599751100981861,0.2985831400319756,0.694,4.56593840679578,-0.006799371971470119,0.04281440741068591,58,925,Normal
2004.02.12.20.22.39,0.07812885896719358,0.3479309532451049,0.737,4.966154062244543,0.01652104161192016,0.04544867749166809,59,924,Normal
2004.02.12.20.32.39,0.0786632849704597,0.41299062915361917,0.7789999999999999,5.250225027506072,-0.0018897816381499523,0.040220363768832555,60,923,Normal
2004.02.12.20.42.39,0.07712632634090483,0.3950734414213919,0.669,4.434282972917728,0.008946704887335467,0.04560553225205501,61,922,Normal
2004.02.12.20.52.39,0.07930147000233508,0.47239362493033044,0.777,4.930551106845507,-0.011074794184598856,0.04260660190867474,62,921,Normal
2004.02.12.21.02.39,0.0769426198413264,0.3944622448109758,0.7689999999999999,5.302652129793209,-0.0011731127230121612,0.032219852397867996,63,920,Normal
2004.02.12.21.12.39,0.0771994016001541,0.37800827777844237,0.774,5.025945042296483,0.033382874199999316,0.04160564322874182,64,919,Normal
2004.02.12.21.22.39,0.07699636792620886,0.43648657223523335,0.752,4.948284714965938,0.04034053299808251,0.0446622121322508,65,918,Normal
2004.02.12.21.32.39,0.0774460721521555,0.4911372191123604,0.8420000000000001,5.9267039370464145,0.042398720223168776,0.039964419252243595,66,917,Normal
2004.02.12.21.42.39,0.07664165646604577,0.34600497216470494,0.7130000000000001,5.127759065287407,0.049906451631291544,0.04415035284995272,67,916,Normal
2004.02.12.21.52.39,0.07695564843578329,0.4469901117158317,0.755,5.015875477462169,-0.012696409772231583,0.041053905452740874,68,915,Normal
2004.02.12.22.02.39,0.0773247059887718,0.4880416166718633,0.825,5.742019150312465,0.04372833456528373,0.042578722634401434,69,914,Normal
2004.02.12.22.12.39,0.07577292447823547,0.5881648615563315,0.861,6.598662219471213,0.031751568058823273,0.04037481153414921,70,913,Normal
2004.02.12.22.22.39,0.07668913124793174,0.3623983965568214,0.74,5.098505389908054,0.032043297481202375,0.039468604845770285,71,912,Normal
2004.02.12.22.32.39,0.07740031675131004,0.5401611783934817,0.8029999999999999,5.671810681245861,0.003730982269551857,0.04302202005158539,72,911,Normal
2004.02.12.22.42.39,0.07795509180220767,0.3260740035745182,0.781,5.10550292153847,-0.030949995995736067,0.04401220864211769,73,910,Normal
2004.02.12.22.52.39,0.07882041185009597,0.3948251135159331,0.769,5.544248428803201,-0.0051681301375093355,0.02929780425817509,74,909,Normal
2004.02.12.23.02.39,0.07756062271096398,0.34016117779744404,0.7250000000000001,4.938072145791806,0.010694172240866773,0.04366155438981967,75,908,Normal
2004.02.12.23.12.39,0.07689052656973988,0.44613462626943345,0.694,4.57793657976018,-0.052644835621481596,0.03364906881712706,76,907,Normal
2004.02.12.23.22.39,0.07824627430976747,0.4445772787585356,0.854,5.52102893844473,-0.009280108908770554,0.042660303824688356,77,906,Normal
2004.02.12.23.32.39,0.07672532972039368,0.6543006059840124,0.808,5.408904040208408,0.024579423944552783,0.04395765194854785,78,905,Normal
2004.02.12.23.42.39,0.07738254866499697,0.3863550827223339,0.786,5.518039301964153,-0.02260819240915229,0.041610425308718196,79,904,Normal
2004.02.12.23.52.39,0.07699061808712475,0.44905515943385366,0.71,4.688882386976793,0.031174289420170507,0.04263843542156066,80,903,Normal
2004.02.13.00.02.39,0.07482262488921716,0.30274620550562537,0.706,4.931662732090945,0.013691470350722127,0.03904257428243516,81,902,Normal
2004.02.13.00.12.39,0.07733855853789073,0.58162761268939,0.904,5.909082733747529,-0.02619621263278169,0.043006134855429146,82,901,Normal
2004.02.13.00.22.39,0.07679397533945942,0.3194399375811279,0.716,4.870173078617731,0.006857906365208835,0.03977860399688679,83,900,Normal
2004.02.13.00.32.39,0.077721765308917,0.43935923864966187,0.754,5.403890973033571,0.007062047350268264,0.03674658930000937,84,899,Normal
2004.02.13.00.42.39,0.0773589786144157,0.5730646490077822,0.781,5.713621751223803,0.0526889549680283,0.037319003329944554,85,898,Normal
2004.02.13.00.52.39,0.07689176995692956,0.26313045713724614,0.755,5.241132410066953,-0.01355067737781813,0.04351946623818736,86,897,Normal
2004.02.13.01.02.39,0.07492218065631082,0.44095646881747097,0.718,4.791637789221008,-0.00497322787096181,0.026347895330536095,87,896,Normal
2004.02.13.01.12.39,0.07763068115281484,0.6069125322892983,0.872,5.82243946675993,0.05105431945917985,0.038864636361602145,88,895,Normal
2004.02.13.01.22.39,0.07778453061583003,0.42031091089811445,0.721,4.808153355911018,-0.01411826536671661,0.035446466595529275,89,894,Normal
2004.02.13.01.32.39,0.07858931119423541,0.3801399430969199,0.771,5.000679405649668,-0.04865005906612907,0.028503041083135217,90,893,Normal
2004.02.13.01.42.39,0.07599053317889341,0.3464396355508277,0.732,4.94798410790193,-0.019641247862199823,0.030953292463924,91,892,Normal
2004.02.13.01.52.39,0.07671097179256287,0.358155992917113,0.718,5.0318740678329155,-0.00570154133831129,0.03871761678423288,92,891,Normal
2004.02.13.02.02.39,0.07504429291050387,0.35354929352836173,0.767,5.663321311770267,-0.02361848578514314,0.03428778318577286,93,890,Normal
2004.02.13.02.12.39,0.07824627774193958,0.5428820813815229,0.755,5.1504040847166515,0.02389127430634648,0.02635756583785572,94,889,Normal
2004.02.13.02.22.39,0.07745035456261644,0.5008486498061995,0.764,5.4228279282073855,0.021631831526954567,0.039778573329484514,95,888,Normal
2004.02.13.02.32.39,0.07831602988602893,0.5366345309682168,0.845,5.579955276543012,-0.0037356983017462478,0.03426901063136882,96,887,Normal
2004.02.13.02.42.39,0.07656014919860397,0.3892193620919868,0.8029999999999999,5.799360981580823,0.01059267022142343,0.03447517525023185,97,886,Normal
2004.02.13.02.52.39,0.0776802038005823,0.45086148262336545,0.759,4.904723884747392,0.012000841891185068,0.028272382362614912,98,885,Normal
2004.02.13.03.02.39,0.07571563009461785,0.39253390254036225,0.774,5.230095123083417,-0.012775323005232129,0.03778788685500666,99,884,Normal
2004.02.13.03.12.39,0.07794620572117751,0.5248632368505843,0.749,4.977791370756474,0.03296497595720993,0.036929739839494845,100,883,Normal
2004.02.13.03.22.39,0.07659392690463046,0.4165630099460307,0.75,4.974284067345895,-0.06115951499883136,0.03572978588498881,101,882,Normal
2004.02.13.03.32.39,0.07639991985536536,0.4453741256774362,0.867,6.138749091627123,-0.04788269964002148,0.03750538396404671,102,881,Normal
2004.02.13.03.42.39,0.07663180186215528,0.4007797505176063,0.7010000000000001,4.841331439054997,-0.018045275410609674,0.030947136034737168,103,880,Normal
2004.02.13.03.52.39,0.07728281753869194,0.5316575196159739,0.833,5.654555014582177,0.041805559904288914,0.04081295024100262,104,879,Normal
2004.02.13.04.02.39,0.0776406155665118,0.4422063380916792,0.7889999999999999,5.473938378251711,-0.002657138132887252,0.0392060360822368,105,878,Normal
2004.02.13.04.12.39,0.0768205504579097,0.43609996973448073,0.8029999999999999,5.532373071306337,-0.0015293163511521765,0.0417807550534172,106,877,Normal
2004.02.13.04.22.39,0.07606189688801565,0.4773209140232182,0.786,5.521817913641808,0.016751148389582894,0.04032758325449239,107,876,Normal
2004.02.13.04.32.39,0.07604057915175538,0.4479454656885884,0.708,4.852671502368045,0.035843413948331175,0.04344728800115786,108,875,Normal
2004.02.13.04.42.39,0.07735977517064747,0.41835620351561786,0.745,4.925039530029129,0.03500325002144156,0.0374553060524015,109,874,Normal
2004.02.13.04.52.39,0.07650372776099296,0.47653814406220185,0.6950000000000001,4.71872369331559,-0.005769643314559997,0.03999887557522053,110,873,Normal
2004.02.13.05.02.39,0.07627544849405181,0.387836383529768,0.718,4.772177148281394,-0.02038468357291256,0.03134147642152086,111,872,Normal
2004.02.13.05.12.39,0.07797731008871667,0.4254419235589375,0.766,5.347708789242425,-0.009992832870421912,0.03662047368949504,112,871,Normal
2004.02.13.05.22.39,0.0760653325402126,0.450632419481404,0.782,5.429542367230701,-0.021145094206746342,0.03646332950895959,113,870,Normal
2004.02.13.05.32.39,0.07680503453601284,0.4783552562370219,0.726,4.869471819974487,0.03110930720074883,0.03455636187695087,114,869,Normal
2004.02.13.05.42.39,0.07551238321978224,0.39842733314306056,0.7569999999999999,5.403086600798065,-0.027523553818598803,0.039047815277053255,115,868,Normal
2004.02.13.05.52.39,0.07894839654107137,0.5276336298870357,0.896,5.725258048936755,0.058831375132477645,0.04272499714989447,116,867,Normal
2004.02.13.06.02.39,0.07721538210988145,0.48623241964420183,0.766,5.0249048719179745,0.0059385764986372176,0.03723829016831975,117,866,Normal
2004.02.13.06.12.39,0.07775822278664488,0.5105274416299461,0.776,5.054127208347494,-0.02518303589598402,0.03744495782739254,118,865,Normal
2004.02.13.06.22.39,0.07727334295376381,0.6148985783371206,0.825,5.39642689310389,-0.02576823183550407,0.036395046785552825,119,864,Normal
2004.02.13.06.32.39,0.07669008183816046,0.4040831221348422,0.832,5.502666509913028,0.020313258117192038,0.04202294983013534,120,863,Normal
2004.02.13.06.42.39,0.07812782526141454,0.5378888733945129,0.788,5.183811872489187,-0.03198501257192973,0.03934561205352371,121,862,Normal
2004.02.13.06.52.39,0.07781836762515486,0.40024557667388017,0.798,5.615640075471574,-0.015359631777634424,0.04300167228412243,122,861,Normal
2004.02.13.07.02.39,0.07918462868462461,0.45079434863515155,0.74,4.811539287530769,-0.020519835462744097,0.03894553548801156,123,860,Normal
2004.02.13.07.12.39,0.07639264641168841,0.3466352920025497,0.708,4.791036431925941,0.010150521142345796,0.042786324006086326,124,859,Normal
2004.02.13.07.22.39,0.07713871940374692,0.44450532856110847,0.784,5.574372346080065,-0.0300330118978725,0.04135612918596958,125,858,Normal
2004.02.13.07.32.39,0.07619743481420897,0.33801379859629943,0.752,4.934548670454697,-0.014486936382795015,0.04223538014050451,126,857,Normal
2004.02.13.07.42.39,0.07634856558440947,0.47145812634496664,0.73,4.898585168580035,0.02541112143439293,0.031895247032327705,127,856,Normal
2004.02.13.07.52.39,0.076352099612482,0.3800510420069867,0.72,5.2388860246319675,-0.00911817288507245,0.03864534351426164,128,855,Normal
2004.02.13.08.02.39,0.07497011253451272,0.3385783303104972,0.6839999999999999,4.628510508839805,-0.0058858934138351264,0.03570756445773654,129,854,Normal
2004.02.13.08.12.39,0.07599478131496513,0.24450732740910164,0.662,4.368720464327685,-0.028211285443517607,0.0401288840384342,130,853,Normal
2004.02.13.08.22.39,0.07637512818370995,0.6446447698043443,0.884,6.075275423841611,0.03505867031403005,0.04206820989914811,131,852,Normal
2004.02.13.08.32.39,0.0761586642390206,0.34681160295797664,0.711,4.779494964127163,-0.03312087227838002,0.0416851223388777,132,851,Normal
2004.02.13.08.42.39,0.07675040716504376,0.4102122577509011,0.757,5.029288624841573,-0.000749308395723379,0.04245224109506428,133,850,Normal
2004.02.13.08.52.39,0.07775600390052285,0.5009742049448347,0.7929999999999999,5.710169255435745,-0.040489837293660735,0.03997462117184758,134,849,Normal
2004.02.13.09.02.39,0.07829207447616425,0.5043214057082972,0.752,5.1473913703586724,-0.010466708749160945,0.03911785123601674,135,848,Normal
2004.02.13.09.12.39,0.0777104419815558,0.36575096348616176,0.767,5.095839618768254,0.03004331626247216,0.03779760828582429,136,847,Normal
2004.02.13.09.22.39,0.0764751437227932,0.414344141995989,0.71,4.720487405733779,-0.013216609424075277,0.038074462761919066,137,846,Normal
2004.02.13.09.32.39,0.07780436422076126,0.6014461458186253,0.827,5.3595958347638515,0.01222731054152469,0.03442357230996309,138,845,Normal
2004.02.13.09.42.39,0.07521345503538164,0.30698502024014074,0.6559999999999999,4.573649144314476,0.005750047966008048,0.04209512289766394,139,844,Normal
2004.02.13.09.52.39,0.0767870829209941,0.41097110395467995,0.698,4.701310939996534,0.014519336533486669,0.03134271213539811,140,843,Normal
2004.02.13.10.02.39,0.0774211301679611,0.505432538984969,0.825,5.670285907022457,0.011219183120541206,0.041002022088135415,141,842,Normal
2004.02.13.10.12.39,0.07658231248752874,0.6014717502352931,0.915,6.724789524160313,-0.04625679727988908,0.04044378247019728,142,841,Normal
2004.02.13.10.22.39,0.07677764732593889,0.2859746134143255,0.679,4.832134932497605,-0.019917278409343143,0.04448701929554641,143,840,Normal
2004.02.13.10.32.39,0.07591135480982078,0.37370992394610836,0.751,5.493248620212556,-0.04568723135225671,0.04114933903261046,144,839,Normal
2004.02.13.10.42.39,0.07588479877779788,0.5015377766649429,0.7809999999999999,5.6005939376412455,0.04177503327014094,0.0432146447713296,145,838,Normal
2004.02.13.10.52.39,0.0760569816198684,0.31566591755670315,0.725,5.009401396050896,0.011329480313241531,0.04325401127380422,146,837,Normal
2004.02.13.11.02.39,0.07562556107746408,0.41613074153885377,0.8180000000000001,5.976814370591815,0.04122256100746641,0.03790439885944135,147,836,Normal
2004.02.13.11.12.39,0.07621096753266964,0.44214869250180344,0.681,4.736850407741442,0.0020508795778689656,0.040424863633262406,148,835,Normal
2004.02.13.11.22.39,0.07680135350624119,0.38489171953619294,0.735,5.0519936403013155,-0.01024159854582072,0.044390683591320944,149,834,Normal
2004.02.13.11.32.39,0.07515800641138891,0.4884129775588759,0.7450000000000001,5.362036137224775,0.04631289873667939,0.03897435391607439,150,833,Normal
2004.02.13.11.42.39,0.07893970887150997,0.530290575512856,0.913,5.9032386568098545,0.016785012753118174,0.040300103662488124,151,832,Normal
2004.02.13.11.52.39,0.07692398274331452,0.47765998914584573,0.757,5.6549326742767905,0.035600505657637144,0.03761990487775632,152,831,Normal
2004.02.13.12.02.39,0.07649164163641918,0.4558731292846363,0.742,4.915569110563943,-0.007074092433679146,0.04052219160913442,153,830,Normal
2004.02.13.12.12.39,0.07650745183017714,0.2582723095291377,0.662,4.470152215468003,-0.028724664366175462,0.03963805655153222,154,829,Normal
2004.02.13.12.22.39,0.07739848852135696,0.37563304390008767,0.725,4.767534345620154,-0.01472381303624934,0.03641791913774055,155,828,Normal
2004.02.13.12.32.39,0.0784800631530072,0.6057349862672048,0.877,5.695713345329264,-0.02623395190698897,0.0361164618886694,156,827,Normal
2004.02.13.12.42.39,0.07904600278724172,0.5919121753524377,0.813,5.376615277786616,-0.0141927048789222,0.035816507667927176,157,826,Normal
2004.02.13.12.52.39,0.076684854401187,0.3698641949707917,0.7030000000000001,4.8119013169212606,-0.002826481500195206,0.0316050652028528,158,825,Normal
2004.02.13.13.02.39,0.07731124506358211,0.37357319475457196,0.786,5.2773687306518795,-0.05068587528340846,0.04146820174251134,159,824,Normal
2004.02.13.13.12.39,0.07651273988842887,0.34310003047300874,0.6739999999999999,4.5351918537236795,-0.01763617639823157,0.03967001609727078,160,823,Normal
2004.02.13.13.22.39,0.07853164575357902,0.42456212283226824,0.756,4.813345604046722,0.021152394322048528,0.035647134145047256,161,822,Normal
2004.02.13.13.32.39,0.07695335881944174,0.5118109145356007,0.7769999999999999,5.301912135351787,0.03787975052396436,0.027831707575109384,162,821,Normal
2004.02.13.13.42.39,0.0773624014758421,0.528245856584737,0.81,5.519476343279953,-0.02761967238439828,0.0388958061888035,163,820,Normal
2004.02.13.13.52.39,0.07617467014102358,0.32545433705002935,0.666,4.384659041320026,-0.0323410589672767,0.02906581248769476,164,819,Normal
2004.02.13.14.02.39,0.07762221305131911,0.4408628476384644,0.756,5.655596847693474,-0.055859393045842275,0.0434176378393722,165,818,Normal
2004.02.13.14.12.39,0.0772534147328817,0.4886392346942525,0.786,5.682595969278066,-0.04889822218189309,0.03359151430044623,166,817,Normal
2004.02.13.14.22.39,0.07768636614216809,0.5379390953077108,0.8300000000000001,5.650926479008605,-0.05270004491977996,0.02775598553522043,167,816,Normal
2004.02.13.14.32.39,0.07781753999741961,0.4370585910735878,0.7350000000000001,5.050274649009532,0.0077250140534917,0.03607210737071611,168,815,Normal
2004.02.13.14.42.39,0.07728229123843638,0.2541945515228283,0.703,4.580608940562163,0.019673441485685984,0.041538598264746956,169,814,Normal
2004.02.13.14.52.39,0.0763878511845552,0.3353471347991004,0.8280000000000001,5.655348811983045,-0.0031704705787563136,0.03899704729726438,170,813,Normal
2004.02.13.15.02.39,0.07818466596582414,0.38044274489673047,0.874,5.614911036938932,0.0002416790573314904,0.03635879071867451,171,812,Normal
2004.02.13.15.12.39,0.07616144415760429,0.3194051922040413,0.6779999999999999,4.516720482885549,-0.036797344466560855,0.04075041269719856,172,811,Normal
2004.02.13.15.22.39,0.07534258573084265,0.29167710632176735,0.7010000000000001,5.0569003669730455,0.005130002664973777,0.04269467234661219,173,810,Normal
2004.02.13.15.32.39,0.07689426810105468,0.40955980925092783,0.715,4.668747907720795,-0.007305914761699964,0.043355916252507204,174,809,Normal
2004.02.13.15.42.39,0.07548419678875672,0.3288086624212525,0.671,4.557244682489508,-0.0009185564863228536,0.04184763577507207,175,808,Normal
2004.02.13.15.52.39,0.0782630183983989,0.43988049954761266,0.972,6.33760295442576,0.021390090648986972,0.03334838503988834,176,807,Normal
2004.02.13.16.02.39,0.07547406975298288,0.34317254858303947,0.757,5.074589862552954,0.010588197268036904,0.04246630595091012,177,806,Normal
2004.02.13.16.12.39,0.07556067544581722,0.4429353349113323,0.771,5.359930201935714,0.004951610930904509,0.04232989299097649,178,805,Normal
2004.02.13.16.22.39,0.07667824796470966,0.4250634087395855,0.745,4.968813978212066,0.03221554215244005,0.042036386874047135,179,804,Normal
2004.02.13.16.32.39,0.07675079237935838,0.7083040858036118,0.887,6.683969210698025,0.02506499217712396,0.037738133662531655,180,803,Normal
2004.02.13.16.42.39,0.07611983831535804,0.34371284005047764,0.722,4.742521273878632,-0.017619679638583893,0.0435173533111828,181,802,Normal
2004.02.13.16.52.39,0.07516506282789814,0.26731500595413404,0.669,4.549985613438585,0.016945652480951253,0.0399958275163195,182,801,Normal
2004.02.13.17.02.39,0.07809152470318882,0.3541207352122204,0.656,4.277032091499686,0.00788222703638921,0.035922376974010004,183,800,Normal
2004.02.13.17.12.39,0.07635685583884233,0.4990925057617095,0.8049999999999999,5.592162476930626,0.00838526534281565,0.04382572439417992,184,799,Normal
2004.02.13.17.22.39,0.07786806061076165,0.349412751660938,0.755,4.892891232717206,-0.00726879687814854,0.041551755112621214,185,798,Normal
2004.02.13.17.32.39,0.07661025105301672,0.4160923963921235,0.745,5.129861125626913,-0.005783317921043904,0.03678357029725274,186,797,Normal
2004.02.13.17.42.39,0.07899964213229861,0.6273356080180288,0.8180000000000001,5.341795673901043,0.0020776462340994987,0.028904596407275662,187,796,Normal
2004.02.13.17.52.39,0.07538985427067177,0.5084444464835771,0.781,5.305753019582082,0.02934055695804639,0.03314427604015508,188,795,Normal
2004.02.13.18.02.39,0.07723122433134638,0.4005096065091718,0.7030000000000001,4.713119026925364,0.001504402071981427,0.038606517065709195,189,794,Normal
2004.02.13.18.12.39,0.07531071120800978,0.2905308522713739,0.7230000000000001,5.059040650369953,-0.019873256649079945,0.04274949133547517,190,793,Normal
2004.02.13.18.22.39,0.07813312239027137,0.5664490782766274,0.872,6.1305618416450685,0.046206706261909834,0.040217377601858166,191,792,Normal
2004.02.13.18.32.39,0.07744816468381045,0.2876786871169621,0.6890000000000001,4.544974771026864,0.0020209516267208822,0.04326255095088421,192,791,Normal
2004.02.13.18.42.39,0.07761624000742773,0.5162164874021524,0.83,5.411237981219227,-0.010304847983907822,0.04028499579910633,193,790,Normal
2004.02.13.18.52.39,0.0777373661484818,0.3658649197381023,0.752,4.901117311604051,0.026530861432519353,0.044193340652408854,194,789,Normal
2004.02.13.19.02.39,0.07657840332279559,0.5125468703141571,0.798,5.288696676083273,-0.019851269286148533,0.03117926054555403,195,788,Normal
